,model,bootstrap_iteration,feature,feature_importance
482,GenMetS + covariates,68,TVhour,0.005369094267576078
483,GenMetS + covariates,69,Age,0.4448315670309412
484,GenMetS + covariates,69,GenMetS,0.12357867913214493
485,GenMetS + covariates,69,PhysicalActivity,0.041350723552488096
486,GenMetS + covariates,69,SocialEconomicalStatus,0.039571786009756554
487,GenMetS + covariates,69,Sleephour,0.015542982904011748
488,GenMetS + covariates,69,Education,0.012980740829106528
489,GenMetS + covariates,69,TVhour,0.011471958127824589
490,GenMetS + covariates,70,Age,0.4409227099929518
491,GenMetS + covariates,70,GenMetS,0.12059530637264294
492,GenMetS + covariates,70,PhysicalActivity,0.031394407431115226
493,GenMetS + covariates,70,SocialEconomicalStatus,0.029639422770136228
494,GenMetS + covariates,70,Sleephour,0.015300953778885892
495,GenMetS + covariates,70,Education,0.007666046273503962
496,GenMetS + covariates,70,TVhour,0.005369094267576078
497,GenMetS + covariates,71,Age,0.42357986138655834
498,GenMetS + covariates,71,GenMetS,0.11128338638389762
499,GenMetS + covariates,71,SocialEconomicalStatus,0.016091683028154353
500,GenMetS + covariates,71,Sleephour,0.011370240092444755
501,GenMetS + covariates,71,PhysicalActivity,0.008019293485845538
502,GenMetS + covariates,71,Education,0.003326005069489765
503,GenMetS + covariates,71,TVhour,0.0015187735212343733
504,GenMetS + covariates,72,Age,0.6209828200311441
505,GenMetS + covariates,72,GenMetS,0.20552656963303548
506,GenMetS + covariates,72,PhysicalActivity,0.0637476185915835
507,GenMetS + covariates,72,SocialEconomicalStatus,0.054747668038594606
508,GenMetS + covariates,72,TVhour,0.02887656395736768
509,GenMetS + covariates,72,Sleephour,0.028453923478414255
510,GenMetS + covariates,72,Education,0.005958025804409301
511,GenMetS + covariates,73,Age,0.6209828200311441
512,GenMetS + covariates,73,GenMetS,0.20552656963303548
513,GenMetS + covariates,73,PhysicalActivity,0.0637476185915835
514,GenMetS + covariates,73,SocialEconomicalStatus,0.054747668038594606
515,GenMetS + covariates,73,TVhour,0.02887656395736768
516,GenMetS + covariates,73,Sleephour,0.028453923478414255
517,GenMetS + covariates,73,Education,0.005958025804409301
518,GenMetS + covariates,74,Age,0.23564225390150545
519,GenMetS + covariates,74,GenMetS,0.08200102042323176
520,GenMetS + covariates,74,TVhour,0.022848147084923352
521,GenMetS + covariates,74,PhysicalActivity,0.019516409336417923
522,GenMetS + covariates,74,SocialEconomicalStatus,0.00828473907421527
523,GenMetS + covariates,74,Education,0.00817681031766048
524,GenMetS + covariates,74,Sleephour,0.0038878680273077225
525,GenMetS + covariates,75,Age,0.42357986138655834
526,GenMetS + covariates,75,GenMetS,0.11128338638389762
527,GenMetS + covariates,75,SocialEconomicalStatus,0.016091683028154353
528,GenMetS + covariates,75,Sleephour,0.011370240092444755
529,GenMetS + covariates,75,PhysicalActivity,0.008019293485845538
530,GenMetS + covariates,75,Education,0.003326005069489765
531,GenMetS + covariates,75,TVhour,0.0015187735212343733
532,GenMetS + covariates,76,Age,0.4408222438191356
533,GenMetS + covariates,76,GenMetS,0.12085308790595509
534,GenMetS + covariates,76,PhysicalActivity,0.03027505306466659
535,GenMetS + covariates,76,SocialEconomicalStatus,0.029394893991128834
536,GenMetS + covariates,76,Sleephour,0.014057190690708555
537,GenMetS + covariates,76,Education,0.007663210591870695
538,GenMetS + covariates,76,TVhour,0.0053656569187870455
539,GenMetS + covariates,77,Age,0.6390259695873836
540,GenMetS + covariates,77,GenMetS,0.19752374299090253
541,GenMetS + covariates,77,SocialEconomicalStatus,0.06606316121216387
542,GenMetS + covariates,77,PhysicalActivity,0.046353814485056495
543,GenMetS + covariates,77,Sleephour,0.022304231094550535
544,GenMetS + covariates,77,TVhour,0.008377811005142257
545,GenMetS + covariates,77,Education,0.0
546,GenMetS + covariates,78,Age,0.6209828200311441
547,GenMetS + covariates,78,GenMetS,0.20552656963303548
548,GenMetS + covariates,78,PhysicalActivity,0.0637476185915835
549,GenMetS + covariates,78,SocialEconomicalStatus,0.054747668038594606
550,GenMetS + covariates,78,TVhour,0.02887656395736768
551,GenMetS + covariates,78,Sleephour,0.028453923478414255
552,GenMetS + covariates,78,Education,0.005958025804409301
553,GenMetS + covariates,79,Age,0.23701944785955875
554,GenMetS + covariates,79,GenMetS,0.08275938050630398
555,GenMetS + covariates,79,PhysicalActivity,0.027955987721377834
556,GenMetS + covariates,79,TVhour,0.02307813990343048
557,GenMetS + covariates,79,SocialEconomicalStatus,0.014167825587907093
558,GenMetS + covariates,79,Education,0.012737217295650902
559,GenMetS + covariates,79,Sleephour,0.006346982039993259
560,GenMetS + covariates,80,Age,0.6295455856827535
561,GenMetS + covariates,80,GenMetS,0.20050447852940634
562,GenMetS + covariates,80,PhysicalActivity,0.07215905023259964
563,GenMetS + covariates,80,SocialEconomicalStatus,0.06613411439326923
564,GenMetS + covariates,80,TVhour,0.04082748289672577
565,GenMetS + covariates,80,Education,0.010672867026567
566,GenMetS + covariates,80,Sleephour,0.009200228403099413
567,GenMetS + covariates,81,Age,0.4408222438191356
568,GenMetS + covariates,81,GenMetS,0.12085308790595509
569,GenMetS + covariates,81,PhysicalActivity,0.03027505306466659
570,GenMetS + covariates,81,SocialEconomicalStatus,0.029394893991128834
571,GenMetS + covariates,81,Sleephour,0.014057190690708555
572,GenMetS + covariates,81,Education,0.007663210591870695
573,GenMetS + covariates,81,TVhour,0.0053656569187870455
574,GenMetS + covariates,82,Age,0.4408222438191356
575,GenMetS + covariates,82,GenMetS,0.12085308790595509
576,GenMetS + covariates,82,PhysicalActivity,0.03027505306466659
577,GenMetS + covariates,82,SocialEconomicalStatus,0.029394893991128834
578,GenMetS + covariates,82,Sleephour,0.014057190690708555
579,GenMetS + covariates,82,Education,0.007663210591870695
580,GenMetS + covariates,82,TVhour,0.0053656569187870455
581,GenMetS + covariates,83,Age,0.4124729906906688
582,GenMetS + covariates,83,GenMetS,0.11540516123851997
583,GenMetS + covariates,83,Sleephour,0.015931855937479155
584,GenMetS + covariates,83,SocialEconomicalStatus,0.01337002147025995
585,GenMetS + covariates,83,PhysicalActivity,0.002339784058793057
586,GenMetS + covariates,83,TVhour,0.0
587,GenMetS + covariates,83,Education,0.0
588,GenMetS + covariates,84,Age,0.7087734461288563
589,GenMetS + covariates,84,GenMetS,0.22383198179678424
590,GenMetS + covariates,84,SocialEconomicalStatus,0.12351781709124597
591,GenMetS + covariates,84,PhysicalActivity,0.10745210687624948
592,GenMetS + covariates,84,TVhour,0.04496457356179104
593,GenMetS + covariates,84,Sleephour,0.023316973808129637
594,GenMetS + covariates,84,Education,0.010213295590709631
595,GenMetS + covariates,85,Age,0.23514223846346988
596,GenMetS + covariates,85,GenMetS,0.08448745316794645
597,GenMetS + covariates,85,TVhour,0.027238890590424135
598,GenMetS + covariates,85,PhysicalActivity,0.02486842113596009
599,GenMetS + covariates,85,Education,0.006611412207302483
600,GenMetS + covariates,85,Sleephour,0.006325841899305347
601,GenMetS + covariates,85,SocialEconomicalStatus,0.004047718542729648
602,GenMetS + covariates,86,Age,0.6390259695873836
603,GenMetS + covariates,86,GenMetS,0.19752374299090253
604,GenMetS + covariates,86,SocialEconomicalStatus,0.06606316121216387
605,GenMetS + covariates,86,PhysicalActivity,0.046353814485056495
606,GenMetS + covariates,86,Sleephour,0.022304231094550535
607,GenMetS + covariates,86,TVhour,0.008377811005142257
608,GenMetS + covariates,86,Education,0.0
609,GenMetS + covariates,87,Age,0.4447794429571519
610,GenMetS + covariates,87,GenMetS,0.12326712196442267
611,GenMetS + covariates,87,PhysicalActivity,0.03986849996759163
612,GenMetS + covariates,87,SocialEconomicalStatus,0.039284719029667146
613,GenMetS + covariates,87,Sleephour,0.015132335857853054
614,GenMetS + covariates,87,Education,0.013145155383531792
615,GenMetS + covariates,87,TVhour,0.011285136343081637
616,GenMetS + covariates,88,Age,0.6390259695873836
617,GenMetS + covariates,88,GenMetS,0.19752374299090253
618,GenMetS + covariates,88,SocialEconomicalStatus,0.06606316121216387
619,GenMetS + covariates,88,PhysicalActivity,0.046353814485056495
620,GenMetS + covariates,88,Sleephour,0.022304231094550535
621,GenMetS + covariates,88,TVhour,0.008377811005142257
622,GenMetS + covariates,88,Education,0.0
623,GenMetS + covariates,89,Age,0.6190688946245332
624,GenMetS + covariates,89,GenMetS,0.20212357016293417
625,GenMetS + covariates,89,PhysicalActivity,0.06289961994053384
626,GenMetS + covariates,89,SocialEconomicalStatus,0.05652165858340643
627,GenMetS + covariates,89,TVhour,0.0285277595494802
628,GenMetS + covariates,89,Sleephour,0.027915482245169168
629,GenMetS + covariates,89,Education,0.005958025804409301
630,GenMetS + covariates,90,Age,0.6294060625288382
631,GenMetS + covariates,90,GenMetS,0.19879653513035153
632,GenMetS + covariates,90,PhysicalActivity,0.06825610017499059
633,GenMetS + covariates,90,SocialEconomicalStatus,0.06626933027599916
634,GenMetS + covariates,90,TVhour,0.04172036935867162
635,GenMetS + covariates,90,Sleephour,0.01406431351539113
636,GenMetS + covariates,90,Education,0.01377458053998466
637,GenMetS + covariates,91,Age,0.6295455856827535
638,GenMetS + covariates,91,GenMetS,0.20050447852940634
639,GenMetS + covariates,91,PhysicalActivity,0.07215905023259964
640,GenMetS + covariates,91,SocialEconomicalStatus,0.06613411439326923
641,GenMetS + covariates,91,TVhour,0.04082748289672577
642,GenMetS + covariates,91,Education,0.010672867026567
643,GenMetS + covariates,91,Sleephour,0.009200228403099413
644,GenMetS + covariates,92,Age,0.5595167203181959
645,GenMetS + covariates,92,GenMetS,0.19769745684373072
646,GenMetS + covariates,92,PhysicalActivity,0.066229478760137
647,GenMetS + covariates,92,TVhour,0.03246074238582187
648,GenMetS + covariates,92,SocialEconomicalStatus,0.027190102334855713
649,GenMetS + covariates,92,Education,0.01250158884155917
650,GenMetS + covariates,92,Sleephour,0.0
651,GenMetS + covariates,93,Age,0.5595167203181959
652,GenMetS + covariates,93,GenMetS,0.19769745684373072
653,GenMetS + covariates,93,PhysicalActivity,0.066229478760137
654,GenMetS + covariates,93,TVhour,0.03246074238582187
655,GenMetS + covariates,93,SocialEconomicalStatus,0.027190102334855713
656,GenMetS + covariates,93,Education,0.01250158884155917
657,GenMetS + covariates,93,Sleephour,0.0
658,GenMetS + covariates,94,Age,0.44101448344805755
659,GenMetS + covariates,94,GenMetS,0.1320254613226197
660,GenMetS + covariates,94,PhysicalActivity,0.027163279888541524
661,GenMetS + covariates,94,SocialEconomicalStatus,0.019757598316428916
662,GenMetS + covariates,94,Sleephour,0.019377414971412984
663,GenMetS + covariates,94,TVhour,0.0
664,GenMetS + covariates,94,Education,0.0
665,GenMetS + covariates,95,Age,0.23562166494248024
666,GenMetS + covariates,95,GenMetS,0.08202462908128128
667,GenMetS + covariates,95,TVhour,0.021332383335118745
668,GenMetS + covariates,95,PhysicalActivity,0.01851695855455572
669,GenMetS + covariates,95,Education,0.008180471102208637
670,GenMetS + covariates,95,SocialEconomicalStatus,0.008173048155624942
671,GenMetS + covariates,95,Sleephour,0.0036313128075316403
672,GenMetS + covariates,96,Age,0.4408222438191356
673,GenMetS + covariates,96,GenMetS,0.12085308790595509
674,GenMetS + covariates,96,PhysicalActivity,0.03027505306466659
675,GenMetS + covariates,96,SocialEconomicalStatus,0.029394893991128834
676,GenMetS + covariates,96,Sleephour,0.014057190690708555
677,GenMetS + covariates,96,Education,0.007663210591870695
678,GenMetS + covariates,96,TVhour,0.0053656569187870455
679,GenMetS + covariates,97,Age,0.23627296363055394
680,GenMetS + covariates,97,GenMetS,0.08345987047941074
681,GenMetS + covariates,97,PhysicalActivity,0.02785249158155712
682,GenMetS + covariates,97,TVhour,0.022237349715285522
683,GenMetS + covariates,97,SocialEconomicalStatus,0.014983692054872893
684,GenMetS + covariates,97,Education,0.01298288152547607
685,GenMetS + covariates,97,Sleephour,0.0045068821340674735
686,GenMetS + covariates,98,Age,0.42357986138655834
687,GenMetS + covariates,98,GenMetS,0.11128338638389762
688,GenMetS + covariates,98,SocialEconomicalStatus,0.016091683028154353
689,GenMetS + covariates,98,Sleephour,0.011370240092444755
690,GenMetS + covariates,98,PhysicalActivity,0.008019293485845538
691,GenMetS + covariates,98,Education,0.003326005069489765
692,GenMetS + covariates,98,TVhour,0.0015187735212343733
693,GenMetS + covariates,99,Age,0.36179620582236577
694,GenMetS + covariates,99,GenMetS,0.14257144470502353
695,GenMetS + covariates,99,PhysicalActivity,0.05131291911025622
696,GenMetS + covariates,99,TVhour,0.033198548267320015
697,GenMetS + covariates,99,Education,0.012577168874337652
698,GenMetS + covariates,99,Sleephour,0.0
699,GenMetS + covariates,99,SocialEconomicalStatus,0.0
700,GenMetS only,0,GenMetS,0.18985007735325474
701,GenMetS only,1,GenMetS,0.17753659004302086
702,GenMetS only,2,GenMetS,0.17753659004302086
703,GenMetS only,3,GenMetS,0.2750088938820573
704,GenMetS only,4,GenMetS,0.17753659004302086
705,GenMetS only,5,GenMetS,0.18985007735325474
706,GenMetS only,6,GenMetS,0.2041179519088965
707,GenMetS only,7,GenMetS,0.18832118814072243
708,GenMetS only,8,GenMetS,0.17753659004302086
709,GenMetS only,9,GenMetS,0.18832118814072243
710,GenMetS only,10,GenMetS,0.17753659004302086
711,GenMetS only,11,GenMetS,0.2041179519088965
712,GenMetS only,12,GenMetS,0.17753659004302086
713,GenMetS only,13,GenMetS,0.2041179519088965
714,GenMetS only,14,GenMetS,0.18832118814072243
715,GenMetS only,15,GenMetS,0.2041179519088965
716,GenMetS only,16,GenMetS,0.17753659004302086
717,GenMetS only,17,GenMetS,0.18985007735325474
718,GenMetS only,18,GenMetS,0.17753659004302086
719,GenMetS only,19,GenMetS,0.18985007735325474
720,GenMetS only,20,GenMetS,0.17753659004302086
721,GenMetS only,21,GenMetS,0.17753659004302086
722,GenMetS only,22,GenMetS,0.18832118814072243
723,GenMetS only,23,GenMetS,0.269984421283392
724,GenMetS only,24,GenMetS,0.18832118814072243
725,GenMetS only,25,GenMetS,0.16736509297077107
726,GenMetS only,26,GenMetS,0.17753659004302086
727,GenMetS only,27,GenMetS,0.18832118814072243
728,GenMetS only,28,GenMetS,0.17753659004302086
729,GenMetS only,29,GenMetS,0.18985007735325474
730,GenMetS only,30,GenMetS,0.18985007735325474
731,GenMetS only,31,GenMetS,0.17753659004302086
732,GenMetS only,32,GenMetS,0.17753659004302086
733,GenMetS only,33,GenMetS,0.17753659004302086
734,GenMetS only,34,GenMetS,0.2041179519088965
735,GenMetS only,35,GenMetS,0.17753659004302086
736,GenMetS only,36,GenMetS,0.18985007735325474
737,GenMetS only,37,GenMetS,0.17753659004302086
738,GenMetS only,38,GenMetS,0.18985007735325474
739,GenMetS only,39,GenMetS,0.18832118814072243
740,GenMetS only,40,GenMetS,0.17753659004302086
741,GenMetS only,41,GenMetS,0.17753659004302086
742,GenMetS only,42,GenMetS,0.17753659004302086
743,GenMetS only,43,GenMetS,0.18832118814072243
744,GenMetS only,44,GenMetS,0.18985007735325474
745,GenMetS only,45,GenMetS,0.29383412191510067
746,GenMetS only,46,GenMetS,0.18832118814072243
747,GenMetS only,47,GenMetS,0.17753659004302086
748,GenMetS only,48,GenMetS,0.1676375687155138
749,GenMetS only,49,GenMetS,0.18985007735325474
750,GenMetS only,50,GenMetS,0.17753659004302086
751,GenMetS only,51,GenMetS,0.18832118814072243
752,GenMetS only,52,GenMetS,0.17753659004302086
753,GenMetS only,53,GenMetS,0.18832118814072243
754,GenMetS only,54,GenMetS,0.18985007735325474
755,GenMetS only,55,GenMetS,0.17753659004302086
756,GenMetS only,56,GenMetS,0.18985007735325474
757,GenMetS only,57,GenMetS,0.2747488358030653
758,GenMetS only,58,GenMetS,0.18832118814072243
759,GenMetS only,59,GenMetS,0.16723080199984933
760,GenMetS only,60,GenMetS,0.18832118814072243
761,GenMetS only,61,GenMetS,0.17753659004302086
762,GenMetS only,62,GenMetS,0.17753659004302086
763,GenMetS only,63,GenMetS,0.18985007735325474
764,GenMetS only,64,GenMetS,0.17753659004302086
765,GenMetS only,65,GenMetS,0.18985007735325474
766,GenMetS only,66,GenMetS,0.17753659004302086
767,GenMetS only,67,GenMetS,0.18832118814072243
768,GenMetS only,68,GenMetS,0.17753659004302086
769,GenMetS only,69,GenMetS,0.18985007735325474
770,GenMetS only,70,GenMetS,0.18832118814072243
771,GenMetS only,71,GenMetS,0.18832118814072243
772,GenMetS only,72,GenMetS,0.18832118814072243
773,GenMetS only,73,GenMetS,0.18985007735325474
774,GenMetS only,74,GenMetS,0.18985007735325474
775,GenMetS only,75,GenMetS,0.18832118814072243
776,GenMetS only,76,GenMetS,0.18832118814072243
777,GenMetS only,77,GenMetS,0.17753659004302086
778,GenMetS only,78,GenMetS,0.1676375687155138
779,GenMetS only,79,GenMetS,0.18832118814072243
780,GenMetS only,80,GenMetS,0.18985007735325474
781,GenMetS only,81,GenMetS,0.17753659004302086
782,GenMetS only,82,GenMetS,0.17753659004302086
783,GenMetS only,83,GenMetS,0.17753659004302086
784,GenMetS only,84,GenMetS,0.18985007735325474
785,GenMetS only,85,GenMetS,0.17753659004302086
786,GenMetS only,86,GenMetS,0.18985007735325474
787,GenMetS only,87,GenMetS,0.17753659004302086
788,GenMetS only,88,GenMetS,0.18832118814072243
789,GenMetS only,89,GenMetS,0.17753659004302086
790,GenMetS only,90,GenMetS,0.17753659004302086
791,GenMetS only,91,GenMetS,0.17753659004302086
792,GenMetS only,92,GenMetS,0.17753659004302086
793,GenMetS only,93,GenMetS,0.17753659004302086
794,GenMetS only,94,GenMetS,0.1676375687155138
795,GenMetS only,95,GenMetS,0.20234792062514267
796,GenMetS only,96,GenMetS,0.16736509297077107
797,GenMetS only,97,GenMetS,0.2747488358030653
798,GenMetS only,98,GenMetS,0.18985007735325474
799,GenMetS only,99,GenMetS,0.18985007735325474
800,GenMetS + age,0,Age,0.6157940939341641
801,GenMetS + age,0,GenMetS,0.1954510096267427
802,GenMetS + age,1,Age,0.706457145785418
803,GenMetS + age,1,GenMetS,0.21835013618094268
804,GenMetS + age,2,Age,0.44176711586442285
805,GenMetS + age,2,GenMetS,0.129345103542277
806,GenMetS + age,3,Age,0.44176711586442285
807,GenMetS + age,3,GenMetS,0.129345103542277
808,GenMetS + age,4,Age,0.6252665789206969
809,GenMetS + age,4,GenMetS,0.20108102126374952
810,GenMetS + age,5,Age,0.6430775017206695
811,GenMetS + age,5,GenMetS,0.23450582609564394
812,GenMetS + age,6,Age,0.2464635854199999
813,GenMetS + age,6,GenMetS,0.1106345379597367
814,GenMetS + age,7,Age,0.4418388132392775
815,GenMetS + age,7,GenMetS,0.1293595534601104
816,GenMetS + age,8,Age,0.706457145785418
817,GenMetS + age,8,GenMetS,0.21835013618094268
818,GenMetS + age,9,Age,0.6476909494016362
819,GenMetS + age,9,GenMetS,0.2330813594591069
820,GenMetS + age,10,Age,0.6157940939341641
821,GenMetS + age,10,GenMetS,0.1954510096267427
822,GenMetS + age,11,Age,0.43963861907392277
823,GenMetS + age,11,GenMetS,0.13229959239539674
824,GenMetS + age,12,Age,0.630571685512092
825,GenMetS + age,12,GenMetS,0.19913497414571024
826,GenMetS + age,13,Age,0.6476909494016362
827,GenMetS + age,13,GenMetS,0.2330813594591069
828,GenMetS + age,14,Age,0.630571685512092
829,GenMetS + age,14,GenMetS,0.19913497414571024
830,GenMetS + age,15,Age,0.4396380510912561
831,GenMetS + age,15,GenMetS,0.13547281799332941
832,GenMetS + age,16,Age,0.6114518092513987
833,GenMetS + age,16,GenMetS,0.1947749599529446
834,GenMetS + age,17,Age,0.43934180854976784
835,GenMetS + age,17,GenMetS,0.13341289527524663
836,GenMetS + age,18,Age,0.630571685512092
837,GenMetS + age,18,GenMetS,0.19913497414571024
838,GenMetS + age,19,Age,0.7038562498962946
839,GenMetS + age,19,GenMetS,0.22100550635503818
840,GenMetS + age,20,Age,0.630571685512092
841,GenMetS + age,20,GenMetS,0.19913497414571024
842,GenMetS + age,21,Age,0.43934180854976784
843,GenMetS + age,21,GenMetS,0.13341289527524663
844,GenMetS + age,22,Age,0.706457145785418
845,GenMetS + age,22,GenMetS,0.21835013618094268
846,GenMetS + age,23,Age,0.6157940939341641
847,GenMetS + age,23,GenMetS,0.1954510096267427
848,GenMetS + age,24,Age,0.43963861907392277
849,GenMetS + age,24,GenMetS,0.13229959239539674
850,GenMetS + age,25,Age,0.630571685512092
851,GenMetS + age,25,GenMetS,0.19913497414571024
852,GenMetS + age,26,Age,0.706457145785418
853,GenMetS + age,26,GenMetS,0.21835013618094268
854,GenMetS + age,27,Age,0.4396380510912561
855,GenMetS + age,27,GenMetS,0.13547281799332941
856,GenMetS + age,28,Age,0.6157940939341641
857,GenMetS + age,28,GenMetS,0.1954510096267427
858,GenMetS + age,29,Age,0.4418388132392775
859,GenMetS + age,29,GenMetS,0.1293595534601104
860,GenMetS + age,30,Age,0.7038562498962946
861,GenMetS + age,30,GenMetS,0.22100550635503818
862,GenMetS + age,31,Age,0.4174377990398933
863,GenMetS + age,31,GenMetS,0.12087376980001137
864,GenMetS + age,32,Age,0.2464635854199999
865,GenMetS + age,32,GenMetS,0.1106345379597367
866,GenMetS + age,33,Age,0.6157940939341641
867,GenMetS + age,33,GenMetS,0.1954510096267427
868,GenMetS + age,34,Age,0.4174377990398933
869,GenMetS + age,34,GenMetS,0.12087376980001137
870,GenMetS + age,35,Age,0.7038562498962946
871,GenMetS + age,35,GenMetS,0.22100550635503818
872,GenMetS + age,36,Age,0.630571685512092
873,GenMetS + age,36,GenMetS,0.19913497414571024
874,GenMetS + age,37,Age,0.7201395412407272
875,GenMetS + age,37,GenMetS,0.25865065215039906
876,GenMetS + age,38,Age,0.4396380510912561
877,GenMetS + age,38,GenMetS,0.13547281799332941
878,GenMetS + age,39,Age,0.6157940939341641
879,GenMetS + age,39,GenMetS,0.1954510096267427
880,GenMetS + age,40,Age,0.6430775017206695
881,GenMetS + age,40,GenMetS,0.23450582609564394
882,GenMetS + age,41,Age,0.4396380510912561
883,GenMetS + age,41,GenMetS,0.13547281799332941
884,GenMetS + age,42,Age,0.4396380510912561
885,GenMetS + age,42,GenMetS,0.13547281799332941
886,GenMetS + age,43,Age,0.4396380510912561
887,GenMetS + age,43,GenMetS,0.13547281799332941
888,GenMetS + age,44,Age,0.6157940939341641
889,GenMetS + age,44,GenMetS,0.1954510096267427
890,GenMetS + age,45,Age,0.6157940939341641
891,GenMetS + age,45,GenMetS,0.1954510096267427
892,GenMetS + age,46,Age,0.2457907108794386
893,GenMetS + age,46,GenMetS,0.1240274783709574
894,GenMetS + age,47,Age,0.706457145785418
895,GenMetS + age,47,GenMetS,0.21835013618094268
896,GenMetS + age,48,Age,0.4396380510912561
897,GenMetS + age,48,GenMetS,0.13547281799332941
898,GenMetS + age,49,Age,0.4418388132392775
899,GenMetS + age,49,GenMetS,0.1293595534601104
900,GenMetS + age,50,Age,0.630571685512092
901,GenMetS + age,50,GenMetS,0.19913497414571024
902,GenMetS + age,51,Age,0.7038562498962946
903,GenMetS + age,51,GenMetS,0.22100550635503818
904,GenMetS + age,52,Age,0.6157940939341641
905,GenMetS + age,52,GenMetS,0.1954510096267427
906,GenMetS + age,53,Age,0.630571685512092
907,GenMetS + age,53,GenMetS,0.19913497414571024
908,GenMetS + age,54,Age,0.706457145785418
909,GenMetS + age,54,GenMetS,0.21835013618094268
910,GenMetS + age,55,Age,0.2464635854199999
911,GenMetS + age,55,GenMetS,0.1106345379597367
912,GenMetS + age,56,Age,0.6476909494016362
913,GenMetS + age,56,GenMetS,0.2330813594591069
914,GenMetS + age,57,Age,0.44184853176383826
915,GenMetS + age,57,GenMetS,0.12932536233784667
916,GenMetS + age,58,Age,0.2464635854199999
917,GenMetS + age,58,GenMetS,0.1106345379597367
918,GenMetS + age,59,Age,0.4396380510912561
919,GenMetS + age,59,GenMetS,0.13547281799332941
920,GenMetS + age,60,Age,0.706457145785418
921,GenMetS + age,60,GenMetS,0.21835013618094268
922,GenMetS + age,61,Age,0.43934180854976784
923,GenMetS + age,61,GenMetS,0.13341289527524663
924,GenMetS + age,62,Age,0.43952404352559415
925,GenMetS + age,62,GenMetS,0.13175028658829044
926,GenMetS + age,63,Age,0.6430775017206695
927,GenMetS + age,63,GenMetS,0.23450582609564394
928,GenMetS + age,64,Age,0.6157940939341641
929,GenMetS + age,64,GenMetS,0.1954510096267427
930,GenMetS + age,65,Age,0.4418388132392775
931,GenMetS + age,65,GenMetS,0.1293595534601104
932,GenMetS + age,66,Age,0.706457145785418
933,GenMetS + age,66,GenMetS,0.21835013618094268
934,GenMetS + age,67,Age,0.706457145785418
935,GenMetS + age,67,GenMetS,0.21835013618094268
936,GenMetS + age,68,Age,0.44176711586442285
937,GenMetS + age,68,GenMetS,0.129345103542277
938,GenMetS + age,69,Age,0.43963861907392277
939,GenMetS + age,69,GenMetS,0.13229959239539674
940,GenMetS + age,70,Age,0.26441901267429
941,GenMetS + age,70,GenMetS,0.10277982116952376
942,GenMetS + age,71,Age,0.706457145785418
943,GenMetS + age,71,GenMetS,0.21835013618094268
944,GenMetS + age,72,Age,0.4262983213688092
945,GenMetS + age,72,GenMetS,0.12058362747746705
946,GenMetS + age,73,Age,0.4396380510912561
947,GenMetS + age,73,GenMetS,0.13547281799332941
948,GenMetS + age,74,Age,0.4396380510912561
949,GenMetS + age,74,GenMetS,0.13547281799332941
950,GenMetS + age,75,Age,0.706457145785418
951,GenMetS + age,75,GenMetS,0.21835013618094268
952,GenMetS + age,76,Age,0.6157940939341641
953,GenMetS + age,76,GenMetS,0.1954510096267427
954,GenMetS + age,77,Age,0.630571685512092
955,GenMetS + age,77,GenMetS,0.19913497414571024
956,GenMetS + age,78,Age,0.2464635854199999
957,GenMetS + age,78,GenMetS,0.1106345379597367
958,GenMetS + age,79,Age,0.2464635854199999
959,GenMetS + age,79,GenMetS,0.1106345379597367
960,GenMetS + age,80,Age,0.6157940939341641
961,GenMetS + age,80,GenMetS,0.1954510096267427
962,GenMetS + age,81,Age,0.4396380510912561
963,GenMetS + age,81,GenMetS,0.13547281799332941
964,GenMetS + age,82,Age,0.630571685512092
965,GenMetS + age,82,GenMetS,0.19913497414571024
966,GenMetS + age,83,Age,0.4396380510912561
967,GenMetS + age,83,GenMetS,0.13547281799332941
968,GenMetS + age,84,Age,0.44184853176383826
969,GenMetS + age,84,GenMetS,0.12932536233784667
970,GenMetS + age,85,Age,0.4418388132392775
971,GenMetS + age,85,GenMetS,0.1293595534601104
972,GenMetS + age,86,Age,0.630571685512092
973,GenMetS + age,86,GenMetS,0.19913497414571024
974,GenMetS + age,87,Age,0.706457145785418
975,GenMetS + age,87,GenMetS,0.21835013618094268
976,GenMetS + age,88,Age,0.2464635854199999
977,GenMetS + age,88,GenMetS,0.1106345379597367
978,GenMetS + age,89,Age,0.706457145785418
979,GenMetS + age,89,GenMetS,0.21835013618094268
980,GenMetS + age,90,Age,0.706457145785418
981,GenMetS + age,90,GenMetS,0.21835013618094268
982,GenMetS + age,91,Age,0.4396380510912561
983,GenMetS + age,91,GenMetS,0.13547281799332941
984,GenMetS + age,92,Age,0.706457145785418
985,GenMetS + age,92,GenMetS,0.21835013618094268
986,GenMetS + age,93,Age,0.706457145785418
987,GenMetS + age,93,GenMetS,0.21835013618094268
988,GenMetS + age,94,Age,0.7038562498962946
989,GenMetS + age,94,GenMetS,0.22100550635503818
990,GenMetS + age,95,Age,0.2457907108794386
991,GenMetS + age,95,GenMetS,0.1240274783709574
992,GenMetS + age,96,Age,0.706457145785418
993,GenMetS + age,96,GenMetS,0.21835013618094268
994,GenMetS + age,97,Age,0.4396380510912561
995,GenMetS + age,97,GenMetS,0.13547281799332941
996,GenMetS + age,98,Age,0.2464635854199999
997,GenMetS + age,98,GenMetS,0.1106345379597367
998,GenMetS + age,99,Age,0.7038562498962946
