,model,bootstrap_iteration,feature,feature_importance
478,GenMetS + covariates,68,GenMetS,0.2649308615312565
479,GenMetS + covariates,68,PhysicalActivity,0.11989615570401982
480,GenMetS + covariates,68,Education,0.11208723546668058
481,GenMetS + covariates,68,Sleephour,0.09349771377578792
482,GenMetS + covariates,68,TVhour,0.06334879531235331
483,GenMetS + covariates,69,Age,0.5056080547573251
484,GenMetS + covariates,69,SocialEconomicalStatus,0.3185169760576209
485,GenMetS + covariates,69,GenMetS,0.24727933457053125
486,GenMetS + covariates,69,Education,0.16136902540475473
487,GenMetS + covariates,69,PhysicalActivity,0.10327946395281257
488,GenMetS + covariates,69,TVhour,0.07322932044652948
489,GenMetS + covariates,69,Sleephour,0.0707342625374009
490,GenMetS + covariates,70,Age,0.5056080547573251
491,GenMetS + covariates,70,SocialEconomicalStatus,0.3185169760576209
492,GenMetS + covariates,70,GenMetS,0.24727933457053125
493,GenMetS + covariates,70,Education,0.16136902540475473
494,GenMetS + covariates,70,PhysicalActivity,0.10327946395281257
495,GenMetS + covariates,70,TVhour,0.07322932044652948
496,GenMetS + covariates,70,Sleephour,0.0707342625374009
497,GenMetS + covariates,71,Age,0.40203195676445563
498,GenMetS + covariates,71,SocialEconomicalStatus,0.2626074176852729
499,GenMetS + covariates,71,GenMetS,0.2039480392199562
500,GenMetS + covariates,71,Education,0.12715873050063642
501,GenMetS + covariates,71,PhysicalActivity,0.08484404428084209
502,GenMetS + covariates,71,TVhour,0.03802321307864729
503,GenMetS + covariates,71,Sleephour,0.022233075480839158
504,GenMetS + covariates,72,Age,0.41250297658718027
505,GenMetS + covariates,72,SocialEconomicalStatus,0.26700009262880864
506,GenMetS + covariates,72,GenMetS,0.1873104658490047
507,GenMetS + covariates,72,Education,0.11274194757012584
508,GenMetS + covariates,72,PhysicalActivity,0.067437595703984
509,GenMetS + covariates,72,Sleephour,0.04950738436494161
510,GenMetS + covariates,72,TVhour,0.02937489512535154
511,GenMetS + covariates,73,Age,0.0698272730585325
512,GenMetS + covariates,73,GenMetS,0.0654398013132935
513,GenMetS + covariates,73,SocialEconomicalStatus,0.05821208511106666
514,GenMetS + covariates,73,Education,0.04348782104005416
515,GenMetS + covariates,73,TVhour,0.02403437288933332
516,GenMetS + covariates,73,PhysicalActivity,0.012899911075244068
517,GenMetS + covariates,73,Sleephour,0.0
518,GenMetS + covariates,74,Age,0.2591907231597987
519,GenMetS + covariates,74,SocialEconomicalStatus,0.18725061164410017
520,GenMetS + covariates,74,GenMetS,0.12300746695138495
521,GenMetS + covariates,74,PhysicalActivity,0.08828613411492871
522,GenMetS + covariates,74,Education,0.07631805108239252
523,GenMetS + covariates,74,TVhour,0.023143535442650333
524,GenMetS + covariates,74,Sleephour,0.018157108976609177
525,GenMetS + covariates,75,Age,0.5447401429810734
526,GenMetS + covariates,75,SocialEconomicalStatus,0.3497968848546692
527,GenMetS + covariates,75,GenMetS,0.29349892415692674
528,GenMetS + covariates,75,Education,0.18132884726004186
529,GenMetS + covariates,75,PhysicalActivity,0.12406853627192747
530,GenMetS + covariates,75,Sleephour,0.0935446698553861
531,GenMetS + covariates,75,TVhour,0.04205806807676951
532,GenMetS + covariates,76,Age,0.5077765899693627
533,GenMetS + covariates,76,SocialEconomicalStatus,0.2930303943881125
534,GenMetS + covariates,76,GenMetS,0.24944710488532912
535,GenMetS + covariates,76,Education,0.17142572547869614
536,GenMetS + covariates,76,PhysicalActivity,0.11649222705333011
537,GenMetS + covariates,76,Sleephour,0.07567148046251558
538,GenMetS + covariates,76,TVhour,0.06641819866705274
539,GenMetS + covariates,77,Age,0.18825028683089964
540,GenMetS + covariates,77,SocialEconomicalStatus,0.11240267282042377
541,GenMetS + covariates,77,GenMetS,0.07438699603924114
542,GenMetS + covariates,77,Education,0.04957036164854825
543,GenMetS + covariates,77,PhysicalActivity,0.02880574701816983
544,GenMetS + covariates,77,TVhour,0.012060824171450267
545,GenMetS + covariates,77,Sleephour,0.0105998698788764
546,GenMetS + covariates,78,Age,0.44515477746242194
547,GenMetS + covariates,78,SocialEconomicalStatus,0.26337668243098883
548,GenMetS + covariates,78,GenMetS,0.2271032688752233
549,GenMetS + covariates,78,Education,0.1295107292037595
550,GenMetS + covariates,78,PhysicalActivity,0.08515678894913027
551,GenMetS + covariates,78,TVhour,0.029979542044094875
552,GenMetS + covariates,78,Sleephour,0.02585724502753604
553,GenMetS + covariates,79,Age,0.5077765899693627
554,GenMetS + covariates,79,SocialEconomicalStatus,0.2930303943881125
555,GenMetS + covariates,79,GenMetS,0.24944710488532912
556,GenMetS + covariates,79,Education,0.17142572547869614
557,GenMetS + covariates,79,PhysicalActivity,0.11649222705333011
558,GenMetS + covariates,79,Sleephour,0.07567148046251558
559,GenMetS + covariates,79,TVhour,0.06641819866705274
560,GenMetS + covariates,80,Age,0.5566315017499164
561,GenMetS + covariates,80,SocialEconomicalStatus,0.35829460583647926
562,GenMetS + covariates,80,GenMetS,0.2905510249542142
563,GenMetS + covariates,80,Education,0.1908448735330668
564,GenMetS + covariates,80,PhysicalActivity,0.1361868900940926
565,GenMetS + covariates,80,Sleephour,0.0912984438971788
566,GenMetS + covariates,80,TVhour,0.039075359899964586
567,GenMetS + covariates,81,Age,0.5447401429810734
568,GenMetS + covariates,81,SocialEconomicalStatus,0.3497968848546692
569,GenMetS + covariates,81,GenMetS,0.29349892415692674
570,GenMetS + covariates,81,Education,0.18132884726004186
571,GenMetS + covariates,81,PhysicalActivity,0.12406853627192747
572,GenMetS + covariates,81,Sleephour,0.0935446698553861
573,GenMetS + covariates,81,TVhour,0.04205806807676951
574,GenMetS + covariates,82,Age,0.2638131078810056
575,GenMetS + covariates,82,GenMetS,0.16876185264190027
576,GenMetS + covariates,82,SocialEconomicalStatus,0.16700624845245945
577,GenMetS + covariates,82,Education,0.09705695443848764
578,GenMetS + covariates,82,PhysicalActivity,0.0356066733927087
579,GenMetS + covariates,82,TVhour,0.020041548732254246
580,GenMetS + covariates,82,Sleephour,0.0
581,GenMetS + covariates,83,Age,0.42473290001221575
582,GenMetS + covariates,83,SocialEconomicalStatus,0.23621061708702257
583,GenMetS + covariates,83,GenMetS,0.20329904215229264
584,GenMetS + covariates,83,Education,0.10152521998207607
585,GenMetS + covariates,83,PhysicalActivity,0.09218354379006283
586,GenMetS + covariates,83,TVhour,0.034952074121028485
587,GenMetS + covariates,83,Sleephour,0.0
588,GenMetS + covariates,84,Age,0.545457732796393
589,GenMetS + covariates,84,SocialEconomicalStatus,0.33442199218011004
590,GenMetS + covariates,84,GenMetS,0.2984365137670775
591,GenMetS + covariates,84,Education,0.20092289127167998
592,GenMetS + covariates,84,PhysicalActivity,0.14972478826281063
593,GenMetS + covariates,84,TVhour,0.10058955178647824
594,GenMetS + covariates,84,Sleephour,0.09556759021072482
595,GenMetS + covariates,85,Age,0.40203195676445563
596,GenMetS + covariates,85,SocialEconomicalStatus,0.2626074176852729
597,GenMetS + covariates,85,GenMetS,0.2039480392199562
598,GenMetS + covariates,85,Education,0.12715873050063642
599,GenMetS + covariates,85,PhysicalActivity,0.08484404428084209
600,GenMetS + covariates,85,TVhour,0.03802321307864729
601,GenMetS + covariates,85,Sleephour,0.022233075480839158
602,GenMetS + covariates,86,Age,0.41719535141828046
603,GenMetS + covariates,86,SocialEconomicalStatus,0.25508294545653853
604,GenMetS + covariates,86,GenMetS,0.21451078706627927
605,GenMetS + covariates,86,Education,0.12545746628982363
606,GenMetS + covariates,86,PhysicalActivity,0.0801521269592405
607,GenMetS + covariates,86,TVhour,0.029610117648728188
608,GenMetS + covariates,86,Sleephour,0.017691097416811526
609,GenMetS + covariates,87,Age,0.41719535141828046
610,GenMetS + covariates,87,SocialEconomicalStatus,0.25508294545653853
611,GenMetS + covariates,87,GenMetS,0.21451078706627927
612,GenMetS + covariates,87,Education,0.12545746628982363
613,GenMetS + covariates,87,PhysicalActivity,0.0801521269592405
614,GenMetS + covariates,87,TVhour,0.029610117648728188
615,GenMetS + covariates,87,Sleephour,0.017691097416811526
616,GenMetS + covariates,88,Age,0.49104956627112833
617,GenMetS + covariates,88,SocialEconomicalStatus,0.3120432367226521
618,GenMetS + covariates,88,GenMetS,0.2381596235147229
619,GenMetS + covariates,88,Education,0.12915477410869472
620,GenMetS + covariates,88,PhysicalActivity,0.11128610693739244
621,GenMetS + covariates,88,Sleephour,0.05740258916094899
622,GenMetS + covariates,88,TVhour,0.03821607489663139
623,GenMetS + covariates,89,Age,0.1743220740025605
624,GenMetS + covariates,89,SocialEconomicalStatus,0.11371687675029671
625,GenMetS + covariates,89,GenMetS,0.08865177588352363
626,GenMetS + covariates,89,Education,0.06357251618840061
627,GenMetS + covariates,89,PhysicalActivity,0.036339859938007535
628,GenMetS + covariates,89,TVhour,0.02515795004978361
629,GenMetS + covariates,89,Sleephour,0.007207510209694093
630,GenMetS + covariates,90,Age,0.57167799211428
631,GenMetS + covariates,90,SocialEconomicalStatus,0.34739764884809304
632,GenMetS + covariates,90,GenMetS,0.3114327914220005
633,GenMetS + covariates,90,Education,0.2097675013142396
634,GenMetS + covariates,90,PhysicalActivity,0.1572600720707344
635,GenMetS + covariates,90,Sleephour,0.09385592546362295
636,GenMetS + covariates,90,TVhour,0.07229731608185641
637,GenMetS + covariates,91,Age,0.5566315017499164
638,GenMetS + covariates,91,SocialEconomicalStatus,0.35829460583647926
639,GenMetS + covariates,91,GenMetS,0.2905510249542142
640,GenMetS + covariates,91,Education,0.1908448735330668
641,GenMetS + covariates,91,PhysicalActivity,0.1361868900940926
642,GenMetS + covariates,91,Sleephour,0.0912984438971788
643,GenMetS + covariates,91,TVhour,0.039075359899964586
644,GenMetS + covariates,92,Age,0.36662067005866156
645,GenMetS + covariates,92,SocialEconomicalStatus,0.26366628894816935
646,GenMetS + covariates,92,GenMetS,0.1906014673044837
647,GenMetS + covariates,92,PhysicalActivity,0.12023433711738502
648,GenMetS + covariates,92,Education,0.09273092820136634
649,GenMetS + covariates,92,Sleephour,0.03417948487814934
650,GenMetS + covariates,92,TVhour,0.033786464523937965
651,GenMetS + covariates,93,Age,0.40053942700058065
652,GenMetS + covariates,93,SocialEconomicalStatus,0.288774403469706
653,GenMetS + covariates,93,GenMetS,0.24420945165221816
654,GenMetS + covariates,93,Education,0.14832719028623856
655,GenMetS + covariates,93,PhysicalActivity,0.10221430416881214
656,GenMetS + covariates,93,TVhour,0.04252340992802272
657,GenMetS + covariates,93,Sleephour,0.038101290623415954
658,GenMetS + covariates,94,Age,0.42473290001221575
659,GenMetS + covariates,94,SocialEconomicalStatus,0.23621061708702257
660,GenMetS + covariates,94,GenMetS,0.20329904215229264
661,GenMetS + covariates,94,Education,0.10152521998207607
662,GenMetS + covariates,94,PhysicalActivity,0.09218354379006283
663,GenMetS + covariates,94,TVhour,0.034952074121028485
664,GenMetS + covariates,94,Sleephour,0.0
665,GenMetS + covariates,95,Age,0.4465413633426308
666,GenMetS + covariates,95,SocialEconomicalStatus,0.2683907542207312
667,GenMetS + covariates,95,GenMetS,0.2151898274781802
668,GenMetS + covariates,95,Education,0.149123666168087
669,GenMetS + covariates,95,PhysicalActivity,0.08066335797951453
670,GenMetS + covariates,95,Sleephour,0.03954070851951838
671,GenMetS + covariates,95,TVhour,0.031908768967069984
672,GenMetS + covariates,96,Age,0.4121609866434914
673,GenMetS + covariates,96,SocialEconomicalStatus,0.26162584431783326
674,GenMetS + covariates,96,GenMetS,0.20566777322103305
675,GenMetS + covariates,96,Education,0.10926343814745826
676,GenMetS + covariates,96,PhysicalActivity,0.07658406675913958
677,GenMetS + covariates,96,Sleephour,0.04954470196290424
678,GenMetS + covariates,96,TVhour,0.02896777296714762
679,GenMetS + covariates,97,Age,0.1896893856883032
680,GenMetS + covariates,97,SocialEconomicalStatus,0.11258421268304315
681,GenMetS + covariates,97,GenMetS,0.07696857290418761
682,GenMetS + covariates,97,Education,0.04879266711854787
683,GenMetS + covariates,97,PhysicalActivity,0.029405023498124325
684,GenMetS + covariates,97,TVhour,0.014101915317328857
685,GenMetS + covariates,97,Sleephour,0.011085572684304443
686,GenMetS + covariates,98,Age,0.545457732796393
687,GenMetS + covariates,98,SocialEconomicalStatus,0.33442199218011004
688,GenMetS + covariates,98,GenMetS,0.2984365137670775
689,GenMetS + covariates,98,Education,0.20092289127167998
690,GenMetS + covariates,98,PhysicalActivity,0.14972478826281063
691,GenMetS + covariates,98,TVhour,0.10058955178647824
692,GenMetS + covariates,98,Sleephour,0.09556759021072482
693,GenMetS + covariates,99,Age,0.4451654600852203
694,GenMetS + covariates,99,SocialEconomicalStatus,0.297709118710848
695,GenMetS + covariates,99,GenMetS,0.22303054336520534
696,GenMetS + covariates,99,Education,0.14012417124028978
697,GenMetS + covariates,99,PhysicalActivity,0.0957003788712124
698,GenMetS + covariates,99,TVhour,0.050654145621246184
699,GenMetS + covariates,99,Sleephour,0.02066526238378828
700,GenMetS only,0,GenMetS,0.39329543467652467
701,GenMetS only,1,GenMetS,0.39329543467652467
702,GenMetS only,2,GenMetS,0.2595832741718601
703,GenMetS only,3,GenMetS,0.23096615844964982
704,GenMetS only,4,GenMetS,0.2595832741718601
705,GenMetS only,5,GenMetS,0.36024208387973955
706,GenMetS only,6,GenMetS,0.36299431427526796
707,GenMetS only,7,GenMetS,0.39329543467652467
708,GenMetS only,8,GenMetS,0.39329543467652467
709,GenMetS only,9,GenMetS,0.3221096206447109
710,GenMetS only,10,GenMetS,0.2595832741718601
711,GenMetS only,11,GenMetS,0.23096615844964982
712,GenMetS only,12,GenMetS,0.39329543467652467
713,GenMetS only,13,GenMetS,0.23096615844964982
714,GenMetS only,14,GenMetS,0.32124582603553103
715,GenMetS only,15,GenMetS,0.2471447847297898
716,GenMetS only,16,GenMetS,0.2471447847297898
717,GenMetS only,17,GenMetS,0.2595832741718601
718,GenMetS only,18,GenMetS,0.36299431427526796
719,GenMetS only,19,GenMetS,0.23096615844964982
720,GenMetS only,20,GenMetS,0.39329543467652467
721,GenMetS only,21,GenMetS,0.2595832741718601
722,GenMetS only,22,GenMetS,0.2595832741718601
723,GenMetS only,23,GenMetS,0.2443525319989357
724,GenMetS only,24,GenMetS,0.2595832741718601
725,GenMetS only,25,GenMetS,0.2595832741718601
726,GenMetS only,26,GenMetS,0.39329543467652467
727,GenMetS only,27,GenMetS,0.2595832741718601
728,GenMetS only,28,GenMetS,0.39329543467652467
729,GenMetS only,29,GenMetS,0.23096615844964982
730,GenMetS only,30,GenMetS,0.39329543467652467
731,GenMetS only,31,GenMetS,0.21538316030548543
732,GenMetS only,32,GenMetS,0.39103712637998445
733,GenMetS only,33,GenMetS,0.39103712637998445
734,GenMetS only,34,GenMetS,0.39329543467652467
735,GenMetS only,35,GenMetS,0.39329543467652467
736,GenMetS only,36,GenMetS,0.2595832741718601
737,GenMetS only,37,GenMetS,0.36299431427526796
738,GenMetS only,38,GenMetS,0.39329543467652467
739,GenMetS only,39,GenMetS,0.39329543467652467
740,GenMetS only,40,GenMetS,0.2443525319989357
741,GenMetS only,41,GenMetS,0.20538191395018385
742,GenMetS only,42,GenMetS,0.36299431427526796
743,GenMetS only,43,GenMetS,0.2595832741718601
744,GenMetS only,44,GenMetS,0.39329543467652467
745,GenMetS only,45,GenMetS,0.39329543467652467
746,GenMetS only,46,GenMetS,0.36299431427526796
747,GenMetS only,47,GenMetS,0.39329543467652467
748,GenMetS only,48,GenMetS,0.39329543467652467
749,GenMetS only,49,GenMetS,0.2595832741718601
750,GenMetS only,50,GenMetS,0.39103712637998445
751,GenMetS only,51,GenMetS,0.39329543467652467
752,GenMetS only,52,GenMetS,0.39329543467652467
753,GenMetS only,53,GenMetS,0.36299431427526796
754,GenMetS only,54,GenMetS,0.2595832741718601
755,GenMetS only,55,GenMetS,0.39103712637998445
756,GenMetS only,56,GenMetS,0.39329543467652467
757,GenMetS only,57,GenMetS,0.39103712637998445
758,GenMetS only,58,GenMetS,0.2595832741718601
759,GenMetS only,59,GenMetS,0.39329543467652467
760,GenMetS only,60,GenMetS,0.39329543467652467
761,GenMetS only,61,GenMetS,0.2595832741718601
762,GenMetS only,62,GenMetS,0.39329543467652467
763,GenMetS only,63,GenMetS,0.2595832741718601
764,GenMetS only,64,GenMetS,0.2595832741718601
765,GenMetS only,65,GenMetS,0.39329543467652467
766,GenMetS only,66,GenMetS,0.2595832741718601
767,GenMetS only,67,GenMetS,0.39329543467652467
768,GenMetS only,68,GenMetS,0.1955037343194967
769,GenMetS only,69,GenMetS,0.23096615844964982
770,GenMetS only,70,GenMetS,0.20542866237094218
771,GenMetS only,71,GenMetS,0.23096615844964982
772,GenMetS only,72,GenMetS,0.2595832741718601
773,GenMetS only,73,GenMetS,0.39103712637998445
774,GenMetS only,74,GenMetS,0.39329543467652467
775,GenMetS only,75,GenMetS,0.39329543467652467
776,GenMetS only,76,GenMetS,0.2595832741718601
777,GenMetS only,77,GenMetS,0.36299431427526796
778,GenMetS only,78,GenMetS,0.2595832741718601
779,GenMetS only,79,GenMetS,0.2595832741718601
780,GenMetS only,80,GenMetS,0.39103712637998445
781,GenMetS only,81,GenMetS,0.2595832741718601
782,GenMetS only,82,GenMetS,0.23096615844964982
783,GenMetS only,83,GenMetS,0.39103712637998445
784,GenMetS only,84,GenMetS,0.39329543467652467
785,GenMetS only,85,GenMetS,0.2595832741718601
786,GenMetS only,86,GenMetS,0.39329543467652467
787,GenMetS only,87,GenMetS,0.39103712637998445
788,GenMetS only,88,GenMetS,0.39103712637998445
789,GenMetS only,89,GenMetS,0.2595832741718601
790,GenMetS only,90,GenMetS,0.23096615844964982
791,GenMetS only,91,GenMetS,0.39329543467652467
792,GenMetS only,92,GenMetS,0.39329543467652467
793,GenMetS only,93,GenMetS,0.39329543467652467
794,GenMetS only,94,GenMetS,0.39329543467652467
795,GenMetS only,95,GenMetS,0.3221096206447109
796,GenMetS only,96,GenMetS,0.20538191395018385
797,GenMetS only,97,GenMetS,0.39329543467652467
798,GenMetS only,98,GenMetS,0.23096615844964982
799,GenMetS only,99,GenMetS,0.39329543467652467
800,GenMetS + age,0,Age,0.3733549395302925
801,GenMetS + age,0,GenMetS,0.19836533937051296
802,GenMetS + age,1,Age,0.2909238158704162
803,GenMetS + age,1,GenMetS,0.13906770313679487
804,GenMetS + age,2,Age,0.3733549395302925
805,GenMetS + age,2,GenMetS,0.19836533937051296
806,GenMetS + age,3,Age,0.38690266699316317
807,GenMetS + age,3,GenMetS,0.19236542333274442
808,GenMetS + age,4,Age,0.3733549395302925
809,GenMetS + age,4,GenMetS,0.19836533937051296
810,GenMetS + age,5,Age,0.3733549395302925
811,GenMetS + age,5,GenMetS,0.19836533937051296
812,GenMetS + age,6,Age,0.3893734100641752
813,GenMetS + age,6,GenMetS,0.21772492575728233
814,GenMetS + age,7,Age,0.4111454955612613
815,GenMetS + age,7,GenMetS,0.2737321844307219
816,GenMetS + age,8,Age,0.2897475372646865
817,GenMetS + age,8,GenMetS,0.13537930297604928
818,GenMetS + age,9,Age,0.38223897109387667
819,GenMetS + age,9,GenMetS,0.20063846759670584
820,GenMetS + age,10,Age,0.5086334625930975
821,GenMetS + age,10,GenMetS,0.36270630324576736
822,GenMetS + age,11,Age,0.4642099084462283
823,GenMetS + age,11,GenMetS,0.26439787769717765
824,GenMetS + age,12,Age,0.4642099084462283
825,GenMetS + age,12,GenMetS,0.26439787769717765
826,GenMetS + age,13,Age,0.3733549395302925
827,GenMetS + age,13,GenMetS,0.19836533937051296
828,GenMetS + age,14,Age,0.4136817981477959
829,GenMetS + age,14,GenMetS,0.24605494816028692
830,GenMetS + age,15,Age,0.4550288225128142
831,GenMetS + age,15,GenMetS,0.2952046449377581
832,GenMetS + age,16,Age,0.45167463881218917
833,GenMetS + age,16,GenMetS,0.243075081990342
834,GenMetS + age,17,Age,0.4111454955612613
835,GenMetS + age,17,GenMetS,0.2737321844307219
836,GenMetS + age,18,Age,0.3733549395302925
837,GenMetS + age,18,GenMetS,0.19836533937051296
838,GenMetS + age,19,Age,0.49417831028633974
839,GenMetS + age,19,GenMetS,0.2902976819440998
840,GenMetS + age,20,Age,0.20122354456692645
841,GenMetS + age,20,GenMetS,0.1245813305025439
842,GenMetS + age,21,Age,0.37235957277649034
843,GenMetS + age,21,GenMetS,0.22774431025236855
844,GenMetS + age,22,Age,0.2897475372646865
845,GenMetS + age,22,GenMetS,0.13537930297604928
846,GenMetS + age,23,Age,0.4111454955612613
847,GenMetS + age,23,GenMetS,0.2737321844307219
848,GenMetS + age,24,Age,0.46211903626830453
849,GenMetS + age,24,GenMetS,0.2418200007690182
850,GenMetS + age,25,Age,0.37204488983032896
851,GenMetS + age,25,GenMetS,0.22947225598818402
852,GenMetS + age,26,Age,0.4112270096623229
853,GenMetS + age,26,GenMetS,0.2716804485900537
854,GenMetS + age,27,Age,0.37235957277649034
855,GenMetS + age,27,GenMetS,0.22774431025236855
856,GenMetS + age,28,Age,0.46493528555554403
857,GenMetS + age,28,GenMetS,0.2461135636797106
858,GenMetS + age,29,Age,0.29185690588022895
859,GenMetS + age,29,GenMetS,0.13367518604380357
860,GenMetS + age,30,Age,0.4111454955612613
861,GenMetS + age,30,GenMetS,0.2737321844307219
862,GenMetS + age,31,Age,0.2897475372646865
863,GenMetS + age,31,GenMetS,0.13537930297604928
864,GenMetS + age,32,Age,0.20558995587951354
865,GenMetS + age,32,GenMetS,0.1132925874260082
866,GenMetS + age,33,Age,0.3733549395302925
867,GenMetS + age,33,GenMetS,0.19836533937051296
868,GenMetS + age,34,Age,0.46211903626830453
869,GenMetS + age,34,GenMetS,0.2418200007690182
870,GenMetS + age,35,Age,0.46211903626830453
871,GenMetS + age,35,GenMetS,0.2418200007690182
872,GenMetS + age,36,Age,0.45167463881218917
873,GenMetS + age,36,GenMetS,0.243075081990342
874,GenMetS + age,37,Age,0.45480457962911386
875,GenMetS + age,37,GenMetS,0.25742970480038596
876,GenMetS + age,38,Age,0.41436794182451203
877,GenMetS + age,38,GenMetS,0.23033169625485647
878,GenMetS + age,39,Age,0.46211903626830453
879,GenMetS + age,39,GenMetS,0.2418200007690182
880,GenMetS + age,40,Age,0.2070354981998119
881,GenMetS + age,40,GenMetS,0.11174110621442417
882,GenMetS + age,41,Age,0.2087117632945345
883,GenMetS + age,41,GenMetS,0.12018646351110066
884,GenMetS + age,42,Age,0.20557597698757604
885,GenMetS + age,42,GenMetS,0.11309973137377294
886,GenMetS + age,43,Age,0.46211903626830453
887,GenMetS + age,43,GenMetS,0.2418200007690182
888,GenMetS + age,44,Age,0.4136817981477959
889,GenMetS + age,44,GenMetS,0.24605494816028692
890,GenMetS + age,45,Age,0.4995216200401041
891,GenMetS + age,45,GenMetS,0.24189328563989454
892,GenMetS + age,46,Age,0.46211903626830453
893,GenMetS + age,46,GenMetS,0.2418200007690182
894,GenMetS + age,47,Age,0.46211903626830453
895,GenMetS + age,47,GenMetS,0.2418200007690182
896,GenMetS + age,48,Age,0.514545892149417
897,GenMetS + age,48,GenMetS,0.35063092158548537
898,GenMetS + age,49,Age,0.46493528555554403
899,GenMetS + age,49,GenMetS,0.2461135636797106
900,GenMetS + age,50,Age,0.3733549395302925
901,GenMetS + age,50,GenMetS,0.19836533937051296
902,GenMetS + age,51,Age,0.46211903626830453
903,GenMetS + age,51,GenMetS,0.2418200007690182
904,GenMetS + age,52,Age,0.2909238158704162
905,GenMetS + age,52,GenMetS,0.13906770313679487
906,GenMetS + age,53,Age,0.5188167232197745
907,GenMetS + age,53,GenMetS,0.35456944378831035
908,GenMetS + age,54,Age,0.36985767474039377
909,GenMetS + age,54,GenMetS,0.20556208224304814
910,GenMetS + age,55,Age,0.46493528555554403
911,GenMetS + age,55,GenMetS,0.2461135636797106
912,GenMetS + age,56,Age,0.2070354981998119
913,GenMetS + age,56,GenMetS,0.11174110621442417
914,GenMetS + age,57,Age,0.49417831028633974
915,GenMetS + age,57,GenMetS,0.2902976819440998
916,GenMetS + age,58,Age,0.4642099084462283
917,GenMetS + age,58,GenMetS,0.26439787769717765
918,GenMetS + age,59,Age,0.4112270096623229
919,GenMetS + age,59,GenMetS,0.2716804485900537
920,GenMetS + age,60,Age,0.4111454955612613
921,GenMetS + age,60,GenMetS,0.2737321844307219
922,GenMetS + age,61,Age,0.2897475372646865
923,GenMetS + age,61,GenMetS,0.13537930297604928
924,GenMetS + age,62,Age,0.4642099084462283
925,GenMetS + age,62,GenMetS,0.26439787769717765
926,GenMetS + age,63,Age,0.3733549395302925
927,GenMetS + age,63,GenMetS,0.19836533937051296
928,GenMetS + age,64,Age,0.29185690588022895
929,GenMetS + age,64,GenMetS,0.13367518604380357
930,GenMetS + age,65,Age,0.3733549395302925
931,GenMetS + age,65,GenMetS,0.19836533937051296
932,GenMetS + age,66,Age,0.489173903682545
933,GenMetS + age,66,GenMetS,0.2659898284443103
934,GenMetS + age,67,Age,0.2897475372646865
935,GenMetS + age,67,GenMetS,0.13537930297604928
936,GenMetS + age,68,Age,0.2897475372646865
937,GenMetS + age,68,GenMetS,0.13537930297604928
938,GenMetS + age,69,Age,0.3660587222118073
939,GenMetS + age,69,GenMetS,0.22380085574118094
940,GenMetS + age,70,Age,0.2897475372646865
941,GenMetS + age,70,GenMetS,0.13537930297604928
942,GenMetS + age,71,Age,0.3660587222118073
943,GenMetS + age,71,GenMetS,0.22380085574118094
944,GenMetS + age,72,Age,0.41436794182451203
945,GenMetS + age,72,GenMetS,0.23033169625485647
946,GenMetS + age,73,Age,0.47725080244091383
947,GenMetS + age,73,GenMetS,0.24544274924509235
948,GenMetS + age,74,Age,0.46211903626830453
949,GenMetS + age,74,GenMetS,0.2418200007690182
950,GenMetS + age,75,Age,0.2897475372646865
951,GenMetS + age,75,GenMetS,0.13537930297604928
952,GenMetS + age,76,Age,0.4111454955612613
953,GenMetS + age,76,GenMetS,0.2737321844307219
954,GenMetS + age,77,Age,0.4111454955612613
955,GenMetS + age,77,GenMetS,0.2737321844307219
956,GenMetS + age,78,Age,0.2909238158704162
957,GenMetS + age,78,GenMetS,0.13906770313679487
958,GenMetS + age,79,Age,0.41614574867176507
959,GenMetS + age,79,GenMetS,0.23701375388464468
960,GenMetS + age,80,Age,0.3893734100641752
961,GenMetS + age,80,GenMetS,0.21772492575728233
962,GenMetS + age,81,Age,0.36886175689777273
963,GenMetS + age,81,GenMetS,0.2136716871536163
964,GenMetS + age,82,Age,0.2087117632945345
965,GenMetS + age,82,GenMetS,0.12018646351110066
966,GenMetS + age,83,Age,0.2087117632945345
967,GenMetS + age,83,GenMetS,0.12018646351110066
968,GenMetS + age,84,Age,0.40414441536615275
969,GenMetS + age,84,GenMetS,0.22971477834114615
970,GenMetS + age,85,Age,0.48663923463994563
971,GenMetS + age,85,GenMetS,0.29492297679777424
972,GenMetS + age,86,Age,0.4642099084462283
973,GenMetS + age,86,GenMetS,0.26439787769717765
974,GenMetS + age,87,Age,0.36886175689777273
975,GenMetS + age,87,GenMetS,0.2136716871536163
976,GenMetS + age,88,Age,0.4642099084462283
977,GenMetS + age,88,GenMetS,0.26439787769717765
978,GenMetS + age,89,Age,0.37647912556940244
979,GenMetS + age,89,GenMetS,0.20331150263506498
980,GenMetS + age,90,Age,0.20872289641987937
981,GenMetS + age,90,GenMetS,0.11942865461807843
982,GenMetS + age,91,Age,0.20872289641987937
983,GenMetS + age,91,GenMetS,0.11942865461807843
984,GenMetS + age,92,Age,0.2897475372646865
985,GenMetS + age,92,GenMetS,0.13537930297604928
986,GenMetS + age,93,Age,0.20122354456692645
987,GenMetS + age,93,GenMetS,0.1245813305025439
988,GenMetS + age,94,Age,0.3733549395302925
989,GenMetS + age,94,GenMetS,0.19836533937051296
990,GenMetS + age,95,Age,0.37235957277649034
991,GenMetS + age,95,GenMetS,0.22774431025236855
